first	second	third	probs
development	on	the	0.351648352
truck	along	with	0.400000000
knew	then	that	0.250000000
fees	this	fall	0.375000000
over	easter	weekend	0.380952381
ohio	nine	questions	1.000000000
truly	worth	it	0.500000000
being	loaded	into	0.333333333
out	prosecutors	said	1.000000000
allowed	anyone	to	0.666666667
mthembers	on	a	0.070175439
steve	brown	a	0.111111111
fight	every	day	0.176470588
someone	here	at	0.102564103
urban	research	association	0.500000000
son	on	a	0.119402985
same	on	both	0.036363636
youve	played	so	0.090909091
on	over	the	0.073345259
changing	it	for	0.047619048
informed	he	was	0.285714286
voted	on	in	0.093525180
final	rally	of	0.500000000
area	community	council	0.363636364
beef	between	and	1.000000000
find	stuff	that	0.111111111
investigators	with	a	0.064516129
when	mark	went	0.117647059
NA	reporter	and	0.049180328
with	bills	in	0.153846154
wait	he	had	0.095238095
still	with	the	0.203791469
im	afraid	of	0.087939698
professor	said	the	0.210526316
NA	split	into	0.043819760
there	your	heart	0.222222222
who	stood	by	0.097087379
our	internal	success	0.086956522
country	with	the	0.071129707
magic	moment	that	0.222222222
steal	the	whole	0.014598540
luv	you	guys	0.079365079
NA	heard	that	0.059283388
for	joining	me	0.100737101
go	buy	a	0.197044335
restaurants	should	be	0.333333333
top	selling	drug	0.045454545
community	arts	council	0.117647059
calm	enough	that	0.222222222
camera	has	a	0.250000000
his	lifestyle	and	0.111111111
mom	wanted	it	0.074074074
summer	cant	come	0.454545455
free	public	library	0.338028169
few	accounts	and	1.000000000
let	love	find	0.258064516
low	so	it	0.117647059
time	players	for	0.166666667
a	returning	state	0.111111111
whose	business	is	0.352941176
liked	your	facebook	0.074074074
who	wrote	the	0.278606965
dead	a	few	0.065217391
pointed	her	finger	0.500000000
it	sat	in	0.178571429
not	crazy	i	0.042735043
flow	out	the	0.166666667
our	top	picks	0.042553191
franchise	will	once	0.153846154
minutes	late	and	0.075757576
of	drunk	men	0.039215686
old	places	and	0.333333333
anytime	is	good	0.285714286
why	their	taxes	0.028169014
found	sunday	by	0.666666667
your	mothers	favorite	0.031746032
readers	from	the	0.173913043
conference	pitcher	of	0.666666667
can	under	the	0.666666667
fine	no	need	0.117647059
sexy	girls	and	0.578947368
im	off	to	0.308510638
dinner	out	with	0.145454545
are	depending	on	0.818181818
american	express	card	0.066666667
its	chief	financial	0.111111111
working	together	on	0.054347826
sky	as	a	0.121212121
bill	might	not	0.181818182
agent	than	it	1.000000000
things	easier	and	0.057142857
just	tune	in	0.400000000
run	senate	has	0.200000000
county	by	county	0.263157895
track	all	i	0.125000000
you	cannot	be	0.050163577
a	boy	in	0.045094937
exist	so	that	0.111111111
talking	myself	out	0.666666667
national	budget	next	0.153846154
awhile	from	the	0.500000000
straight	with	a	0.125000000
answer	lies	in	0.645161290
they	suddenly	get	0.076923077
otherwise	save	it	0.666666667
therefore	to	learn	0.048780488
ve	always	had	0.060948081
guess	right	and	0.200000000
today	shall	we	0.285714286
flag	will	be	0.333333333
irish	on	today	0.181818182
later	backed	away	0.400000000
done	almost	done	0.200000000
tough	the	job	0.076923077
an	earlier	version	0.133874239
girl	wants	a	0.111111111
finally	just	decided	0.050000000
ur	tweet	to	0.066666667
especially	hard	hit	0.159090909
was	extended	for	0.071428571
than	when	i	0.228758170
was	relatively	short	0.042857143
press	will	be	0.360000000
mthembers	how	to	0.400000000
class	pretty	much	1.000000000
you	kept	the	0.068965517
rthemains	that	we	0.053333333
posted	only	new	0.666666667
of	business	and	0.084642234
lines	over	a	0.500000000
everyone	staying	in	0.222222222
job	on	the	0.336225597
thought	most	people	0.181818182
has	brought	in	0.060324826
solutions	to	our	0.029197080
w	blue	cheese	0.600000000
counties	labor	council	1.000000000
time	make	sure	0.285714286
consumer	affairs	and	0.088888889
dad	calls	the	0.166666667
providing	care	to	0.388888889
best	dishes	of	0.111111111
incredible	on	the	0.666666667
budget	situation	and	0.125000000
one	which	is	0.169550173
finally	focused	on	1.000000000
someday	be	able	0.074074074
and	causes	me	0.058823529
on	issues	such	0.121951220
for	irish	freedom	0.083333333
butter	cookies	in	0.060606061
in	earth	science	0.050000000
or	expand	your	0.142857143
best	helping	hand	0.666666667
resort	convention	center	1.000000000
weeks	there	is	0.103448276
shift	the	blame	0.061855670
ago	moved	to	0.285714286
the	sets	and	0.162500000
images	from	my	0.050279330
units	from	rent	0.111111111
that	customers	are	0.093750000
three	then	four	0.142857143
when	house	republicans	0.285714286
loved	how	the	0.178217822
everything	from	how	0.013452915
world	editor	andy	0.100000000
another	brain	dead	0.400000000
number	is	a	0.038348083
simply	replace	it	0.500000000
pages	im	sure	1.000000000
bad	now	is	0.052631579
dont	go	there	0.034674064
each	act	of	0.375000000
gold	standard	for	0.142857143
center	against	either	0.166666667
a	german	woman	0.017730496
education	officials	have	0.064516129
person	u	like	0.060606061
can	shift	your	0.136363636
girls	track	and	0.142857143
a	description	of	0.714285714
series	like	the	0.120000000
now	thats	a	0.155172414
this	while	i	0.131313131
return	a	phone	0.121621622
girl	youre	just	0.076923077
get	respect	by	0.181818182
always	plan	and	0.200000000
with	flavor	that	0.039215686
thinking	how	much	0.089552239
rules	comedy	can	1.000000000
helped	that	i	0.145454545
safety	information	that	0.181818182
town	up	the	0.363636364
companies	added	more	0.142857143
one	mind	one	0.076923077
internet	service	to	0.029850746
she	kind	of	1.000000000
box	under	the	0.375000000
words	very	carefully	0.500000000
franchise	and	the	0.189655172
child	does	in	0.074074074
site	and	a	0.023972603
its	designed	to	0.750000000
that	faith	in	0.078431373
large	that	i	0.111111111
famous	i	would	0.222222222
pork	from	the	0.125000000
ward	told	reporters	0.400000000
kids	according	to	1.000000000
key	benefits	of	0.500000000
franchise	finds	the	1.000000000
genre	as	far	0.105263158
perform	sexual	acts	0.666666667
decthember	is	still	0.040816327
power	being	the	0.181818182
were	allegedly	used	0.095238095
NA	blessing	and	0.073122530
pull	out	the	0.174904943
acadthemy	at	west	0.400000000
been	approved	by	0.320388350
national	initiative	to	0.571428571
months	about	one	0.150000000
correct	but	i	0.128205128
break	was	a	0.080000000
NA	station	and	0.060621412
wild	turkey	and	0.042553191
to	luv	u	0.222222222
may	try	to	0.563636364
opinions	do	not	0.555555556
further	lower	loan	0.333333333
song	if	youre	0.066666667
just	mail	me	0.250000000
dream	really	do	0.500000000
heights	road	colorado	0.562500000
against	on	the	0.250000000
his	los	angeles	0.952380952
usual	list	of	0.666666667
aint	nobody	at	0.035087719
wait	that	was	0.206896552
easter	to	all	0.338129496
was	hand	picked	0.111111111
yet	what	the	0.102272727
and	several	others	0.046875000
a	colour	that	0.070175439
road	win	over	0.058823529
and	hopes	of	0.045977011
is	pull	out	0.272727273
whose	lives	were	0.180327869
great	chat	tonight	0.102941176
fine	line	of	0.025477707
throughout	hudson	county	1.000000000
pacific	time	zone	0.046875000
modern	times	is	0.032967033
special	tonight	is	0.064516129
arts	institute	conference	0.333333333
shut	him	off	0.055555556
actually	feeling	a	0.117647059
sign	at	least	0.037500000
swear	there	was	0.150000000
no	contract	for	0.057142857
achieve	with	it	0.190476190
whose	last	name	0.279069767
drive	along	the	0.428571429
cream	party	for	0.400000000
you	combine	that	0.090909091
war	between	magic	0.016528926
super	impressed	by	0.142857143
the	reference	desk	0.121794872
congress	there	is	0.285714286
relationship	during	this	0.285714286
tv	talk	shows	0.263157895
feel	funny	about	0.136363636
craft	your	own	0.400000000
tap	and	in	0.060240964
people	expect	me	0.065573770
any	and	everything	0.066420664
with	matters	of	0.666666667
with	research	company	0.125000000
else	want	to	0.593750000
web	or	mine	0.080000000
of	its	own	0.089385475
game	breaking	wide	0.250000000
own	more	of	0.066666667
now	than	i	0.120000000
some	sound	effects	0.125000000
plants	which	are	0.125000000
mine	a	double	0.061224490
would	question	it	0.111111111
when	well	get	0.227272727
point	word	in	0.333333333
why	women	are	0.132075472
official	selection	for	0.222222222
before	had	been	0.117647059
and	cost	the	0.047272727
while	doing	it	0.147321429
and	thempty	the	0.058139535
with	virginia	attorney	0.142857143
one	shots	but	0.181818182
yet	high	quality	0.400000000
other	really	big	0.111111111
office	with	a	0.224719101
is	expected	to	0.874737285
down	notes	to	0.117647059
NA	debate	about	0.053769109
this	casino	is	0.333333333
their	sisters	and	0.153846154
thompson	was	in	0.075000000
blind	taste	test	0.555555556
probably	understand	the	0.333333333
more	convinced	that	0.230769231
NA	royal	family	0.067722556
third	victory	in	0.428571429
counts	in	february	0.066666667
finally	to	the	0.147540984
hill	and	the	0.042042042
have	prepared	him	0.078431373
everything	which	made	0.105263158
states	district	court	0.888888889
in	shock	that	0.049549550
feel	slightly	firm	0.055555556
also	eat	the	0.136363636
written	there	is	0.250000000
indian	markets	are	0.200000000
e	file	your	0.214285714
then	fill	it	0.133333333
NA	occurred	at	0.057422969
been	revealed	that	0.102941176
from	thanksgiving	through	0.166666667
cant	access	my	0.161290323
requires	us	to	1.000000000
another	brother	and	0.153846154
its	any	of	0.206896552
text	marketing	to	0.150000000
his	bone	over	0.250000000
too	even	after	0.095238095
business	acadthemic	and	1.000000000
script	with	all	0.090909091
and	al	davis	0.020833333
crack	of	a	0.039215686
every	half	hour	0.781250000
and	respect	the	0.058411215
race	war	in	0.187500000
beer	one	of	0.428571429
home	movies	of	0.153846154
a	look	at	0.569469027
recovery	if	you	0.333333333
hes	learned	to	0.200000000
nice	weather	and	0.097014925
effort	can	be	0.142857143
to	numerous	different	0.032258065
pop	version	of	1.000000000
definitely	pull	it	0.400000000
creating	a	more	0.012678288
floor	or	a	0.081632653
federal	agents	have	0.031746032
cry	in	front	0.084210526
price	tickets	for	0.100000000
itself	to	the	0.170731707
one	tip	off	0.083333333
as	appropriate	the	0.157894737
to	guest	post	0.268656716
always	right	here	0.023809524
easily	carry	it	0.500000000
denied	you	the	1.000000000
larger	and	larger	0.171171171
trend	this	time	0.085714286
sethems	from	the	0.454545455
mommy	me	classes	0.400000000
injured	or	killed	0.260869565
message	must	be	0.400000000
the	va	and	0.036496350
humor	as	she	0.214285714
with	honey	for	0.032258065
a	friend	of	0.154677846
lies	with	a	0.083333333
worked	out	the	0.036072144
help	our	kids	0.083832335
getting	things	ready	0.131782946
for	miami	after	0.040000000
starts	of	the	0.266666667
salad	plate	size	0.400000000
and	brewery	and	0.066666667
keep	myself	from	0.216494845
clients	to	be	0.029629630
am	his	biggest	0.051282051
ohio	chamber	of	0.857142857
as	john	said	0.017391304
indianapolis	is	a	0.277777778
may	dress	for	0.666666667
she	experienced	in	0.125000000
garage	where	the	0.166666667
questions	within	the	0.400000000
clients	he	said	0.416666667
k	is	the	0.059701493
one	friend	who	0.147887324
to	oakland	and	0.048192771
diet	im	going	0.285714286
learned	do	not	0.800000000
please	bear	with	0.878048780
cleaning	kit	the	0.250000000
short	space	of	0.833333333
mom	hands	down	0.666666667
plastic	bags	and	0.074626866
least	fair	to	1.000000000
top	credit	rating	0.333333333
never	spoken	about	0.073170732
longer	have	to	0.401913876
asleep	but	when	0.069767442
everyday	if	i	0.272727273
walk	through	it	0.039387309
dthemocrats	could	be	0.111111111
far	east	as	0.064102564
think	well	of	0.214285714
french	lessons	and	0.222222222
its	come	to	0.428571429
on	rain	or	0.250000000
life	people	are	0.074074074
over	less	than	0.500000000
never	cried	so	0.190476190
seasons	that	the	0.100000000
went	down	with	0.073383085
lines	just	so	0.125000000
took	eight	months	0.285714286
share	updates	and	0.800000000
market	value	for	0.071005917
pm	or	by	0.133333333
rising	health	care	0.818181818
stop	ththem	but	0.018633540
today	big	guy	0.142857143
throwing	up	a	0.056250000
where	been	at	0.500000000
popular	it	was	0.230769231
because	as	you	0.080246914
seeking	protection	from	0.600000000
of	sunshine	on	0.030674847
success	i	am	0.095238095
thin	film	technology	0.120000000
pattern	as	the	0.190476190
fire	and	rescue	0.055128205
almost	life	sized	0.333333333
better	option	than	0.157894737
ya	later	if	0.023809524
love	throughout	the	0.750000000
current	favorite	is	0.068965517
felt	just	a	0.107142857
freaking	the	f	0.250000000
her	education	at	0.131578947
minutes	is	a	0.122807018
understood	why	the	0.083333333
south	boston	named	0.083333333
has	begun	a	0.035269710
get	sad	when	0.241379310
doesnt	cover	it	0.176470588
for	sure	that	0.018118467
conversations	at	the	0.260869565
print	book	i	0.058823529
frank	at	a	0.230769231
announce	the	winner	0.212048193
films	are	not	0.032786885
attthempt	on	her	0.103448276
ill	start	off	0.041237113
from	deep	within	0.123456790
download	that	shit	0.100000000
mother	taught	you	0.102564103
on	where	you	0.204244032
ththem	getting	out	0.054054054
from	nature	that	0.075000000
other	attorneys	and	0.133333333
how	sorry	he	0.080000000
applications	that	come	0.066666667
bands	break	up	1.000000000
barely	speak	english	0.200000000
by	oklahoma	state	0.384615385
dish	out	and	0.085714286
participants	also	will	0.166666667
quote	he	who	0.285714286
then	tied	it	0.153846154
state	controlled	gas	0.064516129
an	amazing	time	0.037990196
to	by	a	0.053333333
minister	came	to	1.000000000
singer	had	a	0.187500000
many	other	things	0.088385683
can	knock	down	0.125000000
studio	version	of	0.333333333
tied	on	a	0.153846154
surprised	at	the	0.260135135
online	way	to	1.000000000
scared	me	for	0.053846154
our	reputation	as	0.187500000
simple	toys	that	0.500000000
rangers	this	year	0.500000000
constitution	may	be	0.666666667
definitely	planning	on	0.384615385
her	growth	and	0.250000000
have	online	and	0.095238095
rthemains	that	he	0.053333333
well	part	of	0.857142857
would	discover	the	0.230769231
law	went	into	0.529411765
and	holidays	and	0.083333333
cocktail	into	the	1.000000000
one	save	in	0.166666667
follow	and	the	0.047045952
her	reality	show	0.250000000
should	sit	in	0.105263158
sure	hate	to	0.750000000
they	missed	a	0.086021505
of	rescue	loans	0.125000000
start	ill	be	0.800000000
needs	was	a	0.666666667
busy	being	sad	0.054054054
words	to	live	0.067867036
to	heck	with	0.642857143
involved	to	the	0.065217391
NA	unfortunately	it	0.051002723
knowledge	but	the	0.063829787
weight	without	the	0.250000000
its	relatively	low	0.125000000
perfect	song	to	0.100000000
been	extra	careful	0.230769231
old	letters	from	0.181818182
stage	saturday	at	0.222222222
one	dead	in	0.200000000
alone	which	is	0.227272727
had	usually	been	0.400000000
team	left	in	0.238095238
of	initial	success	0.105263158
talk	may	be	0.400000000
this	my	first	0.037656904
service	this	morning	0.187500000
all	non	acadthemic	0.044444444
pain	we	will	0.142857143
you	suddenly	find	0.100000000
expected	one	of	0.285714286
for	tour	and	0.060606061
have	talked	to	0.308571429
range	was	the	0.100000000
speaks	of	his	0.035714286
apple	trees	that	0.086956522
one	common	purpose	0.047619048
cry	from	a	0.035087719
new	itthems	to	0.094339623
that	digital	is	0.121212121
four	people	in	0.097087379
tears	for	the	0.102040816
blues	to	match	0.055555556
good	that	you	0.073107050
huge	cost	to	0.181818182
on	mission	trips	0.129032258
real	beauty	in	0.153846154
only	thought	is	0.097560976
advertising	word	of	1.000000000
